viewDate,areaMunKm,areaUcKm,uc,uf,municipio,geocod,className
06/10/2024,0.07,0,,AP,Pedra Branca do Amapari,1600154,MINERACAO
28/09/2024,0.13,0,,MT,Juina,5105150,MINERACAO
26/09/2024,0.07,0,,AP,Oiapoque,1600501,MINERACAO
26/09/2024,0.07,0,,PA,Jacareacanga,1503754,MINERACAO
26/09/2024,0.11,0.11,PARQUE NACIONAL DO RIO NOVO,PA,Itaituba,1503606,MINERACAO
21/09/2024,0.08,0,,AP,Calçoene,1600204,MINERACAO
13/10/2024,0.07,0,,PA,Jacareacanga,1503754,MINERACAO
14/10/2024,0.05,0,,AP,Calçoene,1600204,MINERACAO
14/10/2024,0.12,0,,AP,Calçoene,1600204,MINERACAO
14/10/2024,0.08,0,,AP,Calçoene,1600204,MINERACAO
20/09/2024,0.06,0,,AM,Japura,1302108,MINERACAO
12/09/2024,0.09,0.09,ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ,AM,Japura,1302108,MINERACAO
11/09/2024,0.07,0,,AP,Oiapoque,1600501,MINERACAO
11/09/2024,0.07,0,,AP,Oiapoque,1600501,MINERACAO
11/09/2024,0.1,0,,PA,Juruti,1503903,MINERACAO
16/10/2024,0.08,0,,AP,Calçoene,1600204,MINERACAO
11/09/2024,0.09,0,,PA,Itaituba,1503606,MINERACAO
11/09/2024,0.09,0.09,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
11/09/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
11/09/2024,0.1,0,,PA,Jacareacanga,1503754,MINERACAO
11/09/2024,0.07,0,,PA,Jacareacanga,1503754,MINERACAO
06/09/2024,0.1,0.1,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
22/10/2024,0.19,0,,MT,Conquista D'oeste,5103361,MINERACAO
06/09/2024,0.02,0.02,FLORESTA NACIONAL DO CREPORI,PA,Itaituba,1503606,MINERACAO
23/10/2024,0.15,0.15,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI,PA,Maraba,1504208,MINERACAO
01/09/2024,0.08,0,,PA,Almeirim,1500503,MINERACAO
01/09/2024,0.07,0,,MT,Nova Guarita,5108808,MINERACAO
24/10/2024,0.12,0,,AP,Oiapoque,1600501,MINERACAO
24/10/2024,0.12,0,,AP,Calçoene,1600204,MINERACAO
31/10/2024,0.02,0,,PA,Jacareacanga,1503754,MINERACAO
28/08/2024,0.07,0,,AM,Jutai,1302306,MINERACAO
05/11/2024,0.08,0,,AP,Calçoene,1600204,MINERACAO
05/11/2024,0.01,0,,AP,Calçoene,1600204,MINERACAO
05/11/2024,0.09,0,,AP,Oiapoque,1600501,MINERACAO
05/11/2024,0.11,0,,AP,Oiapoque,1600501,MINERACAO
10/11/2024,0.07,0,,PA,Novo Progresso,1505031,MINERACAO
10/11/2024,0.08,0,,PA,Novo Progresso,1505031,MINERACAO
27/08/2024,0.06,0,,PA,Novo Progresso,1505031,MINERACAO
17/11/2024,0.07,0.07,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
18/11/2024,0.09,0,,PA,Almeirim,1500503,MINERACAO
20/11/2024,0.11,0,,AP,Calçoene,1600204,MINERACAO
20/11/2024,0.08,0,,AP,Oiapoque,1600501,MINERACAO
20/11/2024,0.07,0,,AP,Oiapoque,1600501,MINERACAO
24/08/2024,0.1,0,,MT,Juina,5105150,MINERACAO
24/08/2024,0.08,0,,MT,Juina,5105150,MINERACAO
21/08/2024,0.11,0,,AM,Japura,1302108,MINERACAO
20/08/2024,0.13,0,,PA,Sao Felix do Xingu,1507300,MINERACAO
19/08/2024,0.17,0,,RR,Amajari,1400027,MINERACAO
17/08/2024,0.08,0,,AP,Oiapoque,1600501,MINERACAO
17/08/2024,0.11,0,,AP,Oiapoque,1600501,MINERACAO
17/08/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
03/12/2024,0.09,0,,AM,Japura,1302108,MINERACAO
03/12/2024,0.07,0,,AM,Japura,1302108,MINERACAO
08/12/2024,0.07,0,,PA,Ourilandia do Norte,1505437,MINERACAO
08/12/2024,0.07,0,,PA,Ourilandia do Norte,1505437,MINERACAO
15/08/2024,0.12,0,,MT,Terra Nova do Norte,5108055,MINERACAO
20/01/2025,0.21,0,,AM,Japura,1302108,MINERACAO
20/01/2025,0.23,0,,AM,Japura,1302108,MINERACAO
20/01/2025,0.07,0,,AM,Japura,1302108,MINERACAO
20/01/2025,0.13,0,,AM,Japura,1302108,MINERACAO
24/01/2025,0.57,0,,MT,Conquista D'oeste,5103361,MINERACAO
24/01/2025,0.07,0,,MT,Conquista D'oeste,5103361,MINERACAO
12/08/2024,0.07,0,,PA,Jacareacanga,1503754,MINERACAO
28/01/2025,0.13,0.13,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
09/08/2024,0.07,0,,PA,Itaituba,1503606,MINERACAO
28/01/2025,0.07,0,,MT,Conquista D'oeste,5103361,MINERACAO
28/01/2025,0.11,0,,MT,Nova Lacerda,5106182,MINERACAO
08/08/2024,0.07,0,,AM,Japura,1302108,MINERACAO
08/08/2024,0.07,0,,AM,Japura,1302108,MINERACAO
08/08/2024,0.12,0,,AM,Japura,1302108,MINERACAO
29/01/2025,0.22,0,,MT,Juina,5105150,MINERACAO
29/01/2025,0.07,0,,MT,Juina,5105150,MINERACAO
08/08/2024,0.19,0,,AM,Japura,1302108,MINERACAO
08/08/2024,0.07,0,,AM,Jutai,1302306,MINERACAO
10/03/2025,0.11,0,,PA,Altamira,1500602,MINERACAO
10/03/2025,0.08,0.08,FLORESTA NACIONAL DO JAMANXIM,PA,Novo Progresso,1505031,MINERACAO
05/08/2024,0.07,0,,AP,Oiapoque,1600501,MINERACAO
17/03/2025,0.18,0,,MT,Pontes E Lacerda,5106752,MINERACAO
17/03/2025,0.1,0,,MT,Pontes E Lacerda,5106752,MINERACAO
17/03/2025,0.09,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
17/03/2025,0.08,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
17/03/2025,0.08,0.08,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
17/03/2025,0.08,0.08,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
25/03/2025,0.08,0,,PA,Altamira,1500602,MINERACAO
06/04/2025,0.09,0.09,FLORESTA NACIONAL DO AMANA,PA,Jacareacanga,1503754,MINERACAO
11/04/2025,0.08,0,,MT,Pontes E Lacerda,5106752,MINERACAO
13/04/2025,0.08,0,,AM,Jutai,1302306,MINERACAO
13/04/2025,0.15,0,,AM,Jutai,1302306,MINERACAO
04/08/2024,0.07,0,,MT,Conquista D'oeste,5103361,MINERACAO
16/04/2025,0.06,0,,PA,Almeirim,1500503,MINERACAO
04/08/2024,0.07,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
04/08/2024,0.09,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
18/04/2025,0.08,0,,AM,Japura,1302108,MINERACAO
04/08/2024,0.09,0,,PA,Itaituba,1503606,MINERACAO
23/04/2025,0.07,0,,AM,Japura,1302108,MINERACAO
23/04/2025,0.12,0,,PA,Jacareacanga,1503754,MINERACAO
28/04/2025,0.09,0,,AM,Jutai,1302306,MINERACAO
02/05/2025,0.19,0,,MT,Terra Nova do Norte,5108055,MINERACAO
02/05/2025,0.07,0,,PA,Ourilandia do Norte,1505437,MINERACAO
30/07/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
30/07/2024,0.06,0,,PA,Itaituba,1503606,MINERACAO
03/05/2025,0.07,0.07,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
30/07/2024,0.08,0,,PA,Itaituba,1503606,MINERACAO
04/05/2025,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
04/05/2025,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
04/05/2025,0.09,0,,PA,Itaituba,1503606,MINERACAO
04/05/2025,0.07,0,,PA,Itaituba,1503606,MINERACAO
04/05/2025,0.09,0.09,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
04/05/2025,0.1,0,,PA,Itaituba,1503606,MINERACAO
05/05/2025,0.06,0,,AM,Japura,1302108,MINERACAO
06/05/2025,0.08,0.08,PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,AM,Novo Aripuana,1303304,MINERACAO
06/05/2025,0.06,0,,MT,Aripuana,5101407,MINERACAO
06/05/2025,0.08,0,,MT,Aripuana,5101407,MINERACAO
06/05/2025,0.15,0,,MT,Aripuana,5101407,MINERACAO
06/05/2025,0.09,0,,MT,Aripuana,5101407,MINERACAO
08/05/2025,0.07,0.07,PARQUE NACIONAL DO JURUENA,MT,Nova Bandeirantes,5106158,MINERACAO
08/05/2025,0.16,0,,PA,Itaituba,1503606,MINERACAO
08/05/2025,0.12,0,,PA,Itaituba,1503606,MINERACAO
08/05/2025,0.07,0,,PA,Itaituba,1503606,MINERACAO
08/05/2025,0.07,0,,MT,Nova Bandeirantes,5106158,MINERACAO
08/05/2025,0.08,0,,PA,Novo Progresso,1505031,MINERACAO
08/05/2025,0.01,0.01,PARQUE NACIONAL DO JURUENA,MT,Nova Bandeirantes,5106158,MINERACAO
08/05/2025,0.17,0,,MT,Conquista D'oeste,5103361,MINERACAO
08/05/2025,0.11,0,,MT,Nova Lacerda,5106182,MINERACAO
08/05/2025,0.08,0,,MT,Conquista D'oeste,5103361,MINERACAO
08/05/2025,0.04,0,,MT,Nova Lacerda,5106182,MINERACAO
09/05/2025,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
09/05/2025,0.11,0,,MT,Rondolandia,5107578,MINERACAO
09/05/2025,0.15,0,,MT,Aripuana,5101407,MINERACAO
10/05/2025,0.13,0,,AM,Japura,1302108,MINERACAO
10/05/2025,0.13,0,,AM,Japura,1302108,MINERACAO
12/05/2025,0.06,0,,MT,Nova Lacerda,5106182,MINERACAO
12/05/2025,0.29,0,,MT,Nova Lacerda,5106182,MINERACAO
12/05/2025,0.08,0,,MT,Conquista D'oeste,5103361,MINERACAO
12/05/2025,0.03,0,,MT,Nova Lacerda,5106182,MINERACAO
12/05/2025,0.07,0,,MT,Conquista D'oeste,5103361,MINERACAO
12/05/2025,0.07,0,,MT,Conquista D'oeste,5103361,MINERACAO
12/05/2025,0.06,0,,MT,Nova Lacerda,5106182,MINERACAO
12/05/2025,0.09,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
12/05/2025,0.14,0,,MT,Conquista D'oeste,5103361,MINERACAO
12/05/2025,0.1,0,,MT,Conquista D'oeste,5103361,MINERACAO
12/05/2025,0.08,0,,MT,Conquista D'oeste,5103361,MINERACAO
12/05/2025,0.09,0,,MT,Conquista D'oeste,5103361,MINERACAO
12/05/2025,0.07,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
13/05/2025,0.09,0,,PA,Sao Felix do Xingu,1507300,MINERACAO
28/07/2024,0.07,0,,PA,Itaituba,1503606,MINERACAO
13/05/2025,0.14,0,,PA,Cachoeira do Piria,1501956,MINERACAO
13/05/2025,0.07,0,,PA,Sao Felix do Xingu,1507300,MINERACAO
13/05/2025,0.09,0,,PA,Sao Felix do Xingu,1507300,MINERACAO
13/05/2025,0.07,0,,PA,Ourilandia do Norte,1505437,MINERACAO
14/05/2025,0.06,0,,MT,Juina,5105150,MINERACAO
14/05/2025,0.08,0,,MT,Juina,5105150,MINERACAO
14/05/2025,0.07,0,,MT,Conquista D'oeste,5103361,MINERACAO
14/05/2025,0.16,0,,MT,Aripuana,5101407,MINERACAO
14/05/2025,0.09,0,,MT,Conquista D'oeste,5103361,MINERACAO
14/05/2025,0.12,0,,MT,Aripuana,5101407,MINERACAO
14/05/2025,0.09,0,,MT,Conquista D'oeste,5103361,MINERACAO
15/05/2025,0.12,0,,PA,Itaituba,1503606,MINERACAO
15/05/2025,0.07,0,,PA,Altamira,1500602,MINERACAO
28/07/2024,0.02,0,,PA,Itaituba,1503606,MINERACAO
16/05/2025,0.17,0,,MT,Aripuana,5101407,MINERACAO
17/05/2025,0.07,0,,PA,Ourilandia do Norte,1505437,MINERACAO
28/07/2024,0.09,0,,PA,Jacareacanga,1503754,MINERACAO
19/05/2025,0.27,0,,MT,Apiacas,5100805,MINERACAO
21/05/2025,0.08,0,,MT,Conquista D'oeste,5103361,MINERACAO
21/05/2025,0.11,0,,MT,Conquista D'oeste,5103361,MINERACAO
21/05/2025,0.12,0,,MT,Conquista D'oeste,5103361,MINERACAO
21/05/2025,0.13,0,,MT,Aripuana,5101407,MINERACAO
21/05/2025,0.08,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
21/05/2025,0.1,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
21/05/2025,0.13,0,,MT,Nova Guarita,5108808,MINERACAO
21/05/2025,0.18,0,,MT,Aripuana,5101407,MINERACAO
21/05/2025,0.15,0,,PA,Altamira,1500602,MINERACAO
21/05/2025,0.12,0,,PA,Sao Felix do Xingu,1507300,MINERACAO
25/07/2024,0.08,0,,PA,Itaituba,1503606,MINERACAO
25/07/2024,0.07,0,,PA,Itaituba,1503606,MINERACAO
22/05/2025,0.07,0,,MT,Terra Nova do Norte,5108055,MINERACAO
24/07/2024,0.17,0.17,FLORESTA NACIONAL DE SARACÁ-TAQUERA,PA,Oriximina,1505304,MINERACAO
24/07/2024,0.08,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
24/07/2024,0.1,0,,PA,Itaituba,1503606,MINERACAO
24/07/2024,0.11,0,,MT,Rondolandia,5107578,MINERACAO
23/05/2025,0.13,0,,RO,Porto Velho,1100205,MINERACAO
23/05/2025,0.07,0,,RO,Porto Velho,1100205,MINERACAO
23/05/2025,0.17,0.17,PARQUE NACIONAL MAPINGUARI,RO,Porto Velho,1100205,MINERACAO
22/07/2024,0.07,0,,AP,Calçoene,1600204,MINERACAO
22/07/2024,0.09,0,,AP,Calçoene,1600204,MINERACAO
22/07/2024,0.08,0.08,FLORESTA NACIONAL DE ALTAMIRA,PA,Altamira,1500602,MINERACAO
21/07/2024,0.07,0,,MT,Terra Nova do Norte,5108055,MINERACAO
21/07/2024,0.07,0.07,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI,PA,Maraba,1504208,MINERACAO
20/07/2024,0.08,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
20/07/2024,0.11,0,,RO,Guajara-Mirim,1100106,MINERACAO
26/05/2025,0.08,0.08,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
28/05/2025,0.08,0,,AM,Japura,1302108,MINERACAO
29/05/2025,0.06,0,,PA,Itaituba,1503606,MINERACAO
29/05/2025,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
29/05/2025,0.09,0.09,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
29/05/2025,0.02,0,,PA,Itaituba,1503606,MINERACAO
31/05/2025,0.08,0,,MT,Rondolandia,5107578,MINERACAO
31/05/2025,0.1,0,,MT,Aripuana,5101407,MINERACAO
01/06/2025,0.07,0,,MT,Novo Mundo,5106265,MINERACAO
01/06/2025,0.06,0,,PA,Ourilandia do Norte,1505437,MINERACAO
01/06/2025,0.13,0,,PA,Ourilandia do Norte,1505437,MINERACAO
18/07/2024,0.07,0,,PA,Itaituba,1503606,MINERACAO
18/07/2024,0.1,0.1,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
18/07/2024,0.06,0,,PA,Itaituba,1503606,MINERACAO
18/07/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
18/07/2024,0.04,0,,PA,Itaituba,1503606,MINERACAO
18/07/2024,0.07,0,,AM,Maues,1302900,MINERACAO
17/07/2024,0.1,0,,AM,Jutai,1302306,MINERACAO
17/07/2024,0.07,0,,AM,Jutai,1302306,MINERACAO
17/07/2024,0.07,0,,AM,Japura,1302108,MINERACAO
17/07/2024,0.17,0,,AM,Japura,1302108,MINERACAO
03/06/2025,0.1,0,,MT,Conquista D'oeste,5103361,MINERACAO
03/06/2025,0.07,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
03/06/2025,0.12,0.12,PARQUE NACIONAL DO JURUENA,MT,Nova Bandeirantes,5106158,MINERACAO
03/06/2025,0.09,0,,MT,Terra Nova do Norte,5108055,MINERACAO
03/06/2025,0.07,0,,MT,Conquista D'oeste,5103361,MINERACAO
03/06/2025,0.08,0.08,FLORESTA NACIONAL MAPIÁ - INAUINI,AM,Boca do Acre,1300706,MINERACAO
17/07/2024,0.07,0,,AM,Jutai,1302306,MINERACAO
03/06/2025,0.08,0,,MT,Conquista D'oeste,5103361,MINERACAO
04/06/2025,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
04/06/2025,0.09,0.09,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
05/06/2025,0.09,0,,PA,Ourilandia do Norte,1505437,MINERACAO
08/06/2025,0.09,0,,MT,Apiacas,5100805,MINERACAO
08/06/2025,0.08,0,,PA,Jacareacanga,1503754,MINERACAO
08/06/2025,0.09,0.09,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
08/06/2025,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
16/07/2024,0.06,0,,PA,Ourilandia do Norte,1505437,MINERACAO
16/07/2024,0.07,0,,PA,Bannach,1501253,MINERACAO
16/07/2024,0.08,0,,PA,Cumaru do Norte,1502764,MINERACAO
11/06/2025,0.07,0,,PA,Ourilandia do Norte,1505437,MINERACAO
11/06/2025,0.06,0,,PA,Ourilandia do Norte,1505437,MINERACAO
15/07/2024,0.03,0,,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.07,0.07,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
15/07/2024,0.06,0,,PA,Itaituba,1503606,MINERACAO
15/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.02,0,,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.03,0,,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.04,0,,PA,Jacareacanga,1503754,MINERACAO
16/06/2025,0.03,0,,PA,Itaituba,1503606,MINERACAO
15/07/2024,0.16,0,,AM,Novo Aripuana,1303304,MINERACAO
18/06/2025,0.08,0,,PA,Almeirim,1500503,MINERACAO
18/06/2025,0.12,0,,PA,Almeirim,1500503,MINERACAO
18/06/2025,0.08,0,,PA,Almeirim,1500503,MINERACAO
28/06/2025,0.07,0,,MT,Aripuana,5101407,MINERACAO
28/06/2025,0.12,0,,MT,Vila Bela da Santissima Trindade,5105507,MINERACAO
01/07/2025,0.13,0,,PA,Altamira,1500602,MINERACAO
04/07/2025,0.19,0,,AM,Jutai,1302306,MINERACAO
04/07/2025,0.07,0,,AM,Jutai,1302306,MINERACAO
06/07/2025,0.08,0,,AP,Calçoene,1600204,MINERACAO
06/07/2025,0.08,0,,AP,Calçoene,1600204,MINERACAO
06/07/2025,0.09,0.09,FLORESTA NACIONAL DE SARACÁ-TAQUERA,PA,Oriximina,1505304,MINERACAO
06/07/2025,0.09,0.09,FLORESTA NACIONAL DE URUPADI,AM,Maues,1302900,MINERACAO
06/07/2025,0.06,0,,PA,Itaituba,1503606,MINERACAO
06/07/2025,0.07,0,,PA,Jacareacanga,1503754,MINERACAO
08/07/2025,0.08,0,,MT,Nova Guarita,5108808,MINERACAO
08/07/2025,0.15,0,,MT,Matupa,5105606,MINERACAO
13/07/2024,0.07,0,,PA,Itaituba,1503606,MINERACAO
13/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
09/07/2025,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
09/07/2025,0.08,0.08,FLORESTA NACIONAL DO JAMANXIM,PA,Novo Progresso,1505031,MINERACAO
10/07/2025,0.07,0,,MT,Juina,5105150,MINERACAO
13/07/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
13/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
13/07/2024,0.09,0.09,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
13/07/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
15/07/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.1,0.1,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.09,0.09,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
16/07/2024,0.03,0.03,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
15/07/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
16/07/2024,0.04,0.04,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga,1503754,MINERACAO
16/07/2024,0.05,0.05,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
16/07/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
18/07/2024,0.05,0.05,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
15/07/2024,0.1,0.1,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
15/07/2024,0.08,0.08,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
20/07/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
20/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
22/07/2024,0.07,0.07,FLORESTA NACIONAL DO JAMANXIM,PA,Novo Progresso,1505031,MINERACAO
21/07/2024,0.19,0.19,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI,PA,Maraba,1504208,MINERACAO
15/07/2024,0.03,0.03,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
23/07/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
24/07/2024,0.01,0.01,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
24/07/2024,0.06,0.06,FLORESTA NACIONAL DE SARACÁ-TAQUERA,PA,Terra Santa,1507979,MINERACAO
24/07/2024,0.09,0.09,FLORESTA NACIONAL DE SARACÁ-TAQUERA,PA,Oriximina,1505304,MINERACAO
25/07/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
25/07/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
25/07/2024,0.08,0.08,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
28/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
28/07/2024,0.12,0.12,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
23/07/2024,0.09,0.09,FLORESTA NACIONAL DO JAMANXIM,PA,Novo Progresso,1505031,MINERACAO
28/07/2024,0.12,0.12,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
28/07/2024,0.09,0.09,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
28/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
28/07/2024,0.07,0.07,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga,1503754,MINERACAO
28/07/2024,0.08,0.08,FLORESTA NACIONAL DO JAMANXIM,PA,Novo Progresso,1505031,MINERACAO
30/07/2024,0.17,0.17,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
30/07/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
30/07/2024,0.08,0.08,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
30/07/2024,0.09,0.09,FLORESTA NACIONAL DO AMANA,PA,Itaituba,1503606,MINERACAO
30/07/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
07/08/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
09/08/2024,0.14,0.14,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
12/08/2024,0.06,0.06,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
17/08/2024,0.07,0.07,PARQUE NACIONAL DO RIO NOVO,PA,Itaituba,1503606,MINERACAO
22/08/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,MINERACAO
29/08/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
29/08/2024,0.12,0.12,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga,1503754,MINERACAO
